hero1_nick;hero2_nick;hero1_name;hero2_name
BEAST;VISION ;HENRY &HANK& P;
SHE-HULK;VISION ;JENNIFER WA;
RICHARDS, FRANKLIN B;VISION ;;
BLACK WIDOW;VISION ;NATASHA ;
VISION ;WASP;;JANET VAN DYNE 
INVISIBLE WOMAN;VISION ;SUE ;
ICEMAN;VISION ;ROBERT BOBBY ;
PSYLOCKE;VISION ;ELISABETH B;
STORM;VISION ;ORORO MUNROE S;
VISION ;WOLVERINE;;LOGAN 
HERCULES [GREEK GOD];WOLVERINE;;LOGAN 
BLACK KNIGHT V;WOLVERINE;DANE ;LOGAN 
DAREDEVIL;WOLVERINE;MATT MURDO;LOGAN 
CYCLOPS;WOLVERINE;SCOTT SUMMER;LOGAN 
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
NOVA;WOLVERINE;RICHARD RIDER;LOGAN 
HUMAN TORCH;WOLVERINE;JOHNNY S;LOGAN 
WOLVERINE;WONDER MAN;LOGAN ;SIMON WIL
HULK;WOLVERINE;DR. ROBERT BRUC;LOGAN 
HAVOK;WOLVERINE;ALEX SUMMERS ;LOGAN 
MARVEL GIRL;WOLVERINE;JEAN GRE;LOGAN 
ANGEL;WOLVERINE;WARREN KENNETH;LOGAN 
SCARLET WITCH;WOLVERINE;WANDA ;LOGAN 
CAPTAIN AMERICA;WOLVERINE;;LOGAN 
FIRESTAR;WOLVERINE;ANGELICA JO;LOGAN 
COLOSSUS II;WOLVERINE;PETER RA;LOGAN 
QUASAR III;WOLVERINE;WENDELL V;LOGAN 
ROGUE ;WOLVERINE;;LOGAN 
THING;WOLVERINE;BENJAMIN J. GR;LOGAN 
BEAST;WOLVERINE;HENRY &HANK& P;LOGAN 
SHE-HULK;WOLVERINE;JENNIFER WA;LOGAN 
RICHARDS, FRANKLIN B;WOLVERINE;;LOGAN 
BLACK WIDOW;WOLVERINE;NATASHA ;LOGAN 
WASP;WOLVERINE;JANET VAN DYNE ;LOGAN 
INVISIBLE WOMAN;WOLVERINE;SUE ;LOGAN 
ICEMAN;WOLVERINE;ROBERT BOBBY ;LOGAN 
PSYLOCKE;WOLVERINE;ELISABETH B;LOGAN 
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
HERCULES [GREEK GOD];STORM;;ORORO MUNROE S
BLACK KNIGHT V;STORM;DANE ;ORORO MUNROE S
DAREDEVIL;STORM;MATT MURDO;ORORO MUNROE S
CYCLOPS;STORM;SCOTT SUMMER;ORORO MUNROE S
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
NOVA;STORM;RICHARD RIDER;ORORO MUNROE S
HUMAN TORCH;STORM;JOHNNY S;ORORO MUNROE S
STORM;WONDER MAN;ORORO MUNROE S;SIMON WIL
HULK;STORM;DR. ROBERT BRUC;ORORO MUNROE S
HAVOK;STORM;ALEX SUMMERS ;ORORO MUNROE S
MARVEL GIRL;STORM;JEAN GRE;ORORO MUNROE S
ANGEL;STORM;WARREN KENNETH;ORORO MUNROE S
SCARLET WITCH;STORM;WANDA ;ORORO MUNROE S
CAPTAIN AMERICA;STORM;;ORORO MUNROE S
FIRESTAR;STORM;ANGELICA JO;ORORO MUNROE S
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
QUASAR III;STORM;WENDELL V;ORORO MUNROE S
ROGUE ;STORM;;ORORO MUNROE S
STORM;THING;ORORO MUNROE S;BENJAMIN J. GR
BEAST;STORM;HENRY &HANK& P;ORORO MUNROE S
SHE-HULK;STORM;JENNIFER WA;ORORO MUNROE S
RICHARDS, FRANKLIN B;STORM;;ORORO MUNROE S
BLACK WIDOW;STORM;NATASHA ;ORORO MUNROE S
STORM;WASP;ORORO MUNROE S;JANET VAN DYNE 
INVISIBLE WOMAN;STORM;SUE ;ORORO MUNROE S
ICEMAN;STORM;ROBERT BOBBY ;ORORO MUNROE S
PSYLOCKE;STORM;ELISABETH B;ORORO MUNROE S
HERCULES [GREEK GOD];PSYLOCKE;;ELISABETH B
BLACK KNIGHT V;PSYLOCKE;DANE ;ELISABETH B
DAREDEVIL;PSYLOCKE;MATT MURDO;ELISABETH B
CYCLOPS;PSYLOCKE;SCOTT SUMMER;ELISABETH B
PROFESSOR X;PSYLOCKE;CHARLES ;ELISABETH B
NOVA;PSYLOCKE;RICHARD RIDER;ELISABETH B
HUMAN TORCH;PSYLOCKE;JOHNNY S;ELISABETH B
PSYLOCKE;WONDER MAN;ELISABETH B;SIMON WIL
HULK;PSYLOCKE;DR. ROBERT BRUC;ELISABETH B
HAVOK;PSYLOCKE;ALEX SUMMERS ;ELISABETH B
MARVEL GIRL;PSYLOCKE;JEAN GRE;ELISABETH B
ANGEL;PSYLOCKE;WARREN KENNETH;ELISABETH B
PSYLOCKE;SCARLET WITCH;ELISABETH B;WANDA 
CAPTAIN AMERICA;PSYLOCKE;;ELISABETH B
FIRESTAR;PSYLOCKE;ANGELICA JO;ELISABETH B
COLOSSUS II;PSYLOCKE;PETER RA;ELISABETH B
PSYLOCKE;QUASAR III;ELISABETH B;WENDELL V
PSYLOCKE;ROGUE ;ELISABETH B;
PSYLOCKE;THING;ELISABETH B;BENJAMIN J. GR
BEAST;PSYLOCKE;HENRY &HANK& P;ELISABETH B
PSYLOCKE;SHE-HULK;ELISABETH B;JENNIFER WA
PSYLOCKE;RICHARDS, FRANKLIN B;ELISABETH B;
BLACK WIDOW;PSYLOCKE;NATASHA ;ELISABETH B
PSYLOCKE;WASP;ELISABETH B;JANET VAN DYNE 
INVISIBLE WOMAN;PSYLOCKE;SUE ;ELISABETH B
ICEMAN;PSYLOCKE;ROBERT BOBBY ;ELISABETH B
HERCULES [GREEK GOD];ICEMAN;;ROBERT BOBBY 
BLACK KNIGHT V;ICEMAN;DANE ;ROBERT BOBBY 
DAREDEVIL;ICEMAN;MATT MURDO;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
ICEMAN;PROFESSOR X;ROBERT BOBBY ;CHARLES 
ICEMAN;NOVA;ROBERT BOBBY ;RICHARD RIDER
HUMAN TORCH;ICEMAN;JOHNNY S;ROBERT BOBBY 
ICEMAN;WONDER MAN;ROBERT BOBBY ;SIMON WIL
HULK;ICEMAN;DR. ROBERT BRUC;ROBERT BOBBY 
HAVOK;ICEMAN;ALEX SUMMERS ;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ICEMAN;SCARLET WITCH;ROBERT BOBBY ;WANDA 
CAPTAIN AMERICA;ICEMAN;;ROBERT BOBBY 
FIRESTAR;ICEMAN;ANGELICA JO;ROBERT BOBBY 
COLOSSUS II;ICEMAN;PETER RA;ROBERT BOBBY 
ICEMAN;QUASAR III;ROBERT BOBBY ;WENDELL V
ICEMAN;ROGUE ;ROBERT BOBBY ;
ICEMAN;THING;ROBERT BOBBY ;BENJAMIN J. GR
BEAST;ICEMAN;HENRY &HANK& P;ROBERT BOBBY 
ICEMAN;SHE-HULK;ROBERT BOBBY ;JENNIFER WA
ICEMAN;RICHARDS, FRANKLIN B;ROBERT BOBBY ;
BLACK WIDOW;ICEMAN;NATASHA ;ROBERT BOBBY 
ICEMAN;WASP;ROBERT BOBBY ;JANET VAN DYNE 
ICEMAN;INVISIBLE WOMAN;ROBERT BOBBY ;SUE 
HERCULES [GREEK GOD];INVISIBLE WOMAN;;SUE 
BLACK KNIGHT V;INVISIBLE WOMAN;DANE ;SUE 
DAREDEVIL;INVISIBLE WOMAN;MATT MURDO;SUE 
CYCLOPS;INVISIBLE WOMAN;SCOTT SUMMER;SUE 
INVISIBLE WOMAN;PROFESSOR X;SUE ;CHARLES 
INVISIBLE WOMAN;NOVA;SUE ;RICHARD RIDER
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;WONDER MAN;SUE ;SIMON WIL
HULK;INVISIBLE WOMAN;DR. ROBERT BRUC;SUE 
HAVOK;INVISIBLE WOMAN;ALEX SUMMERS ;SUE 
INVISIBLE WOMAN;MARVEL GIRL;SUE ;JEAN GRE
ANGEL;INVISIBLE WOMAN;WARREN KENNETH;SUE 
INVISIBLE WOMAN;SCARLET WITCH;SUE ;WANDA 
CAPTAIN AMERICA;INVISIBLE WOMAN;;SUE 
FIRESTAR;INVISIBLE WOMAN;ANGELICA JO;SUE 
COLOSSUS II;INVISIBLE WOMAN;PETER RA;SUE 
INVISIBLE WOMAN;QUASAR III;SUE ;WENDELL V
INVISIBLE WOMAN;ROGUE ;SUE ;
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
BEAST;INVISIBLE WOMAN;HENRY &HANK& P;SUE 
INVISIBLE WOMAN;SHE-HULK;SUE ;JENNIFER WA
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
BLACK WIDOW;INVISIBLE WOMAN;NATASHA ;SUE 
INVISIBLE WOMAN;WASP;SUE ;JANET VAN DYNE 
HERCULES [GREEK GOD];WASP;;JANET VAN DYNE 
BLACK KNIGHT V;WASP;DANE ;JANET VAN DYNE 
DAREDEVIL;WASP;MATT MURDO;JANET VAN DYNE 
CYCLOPS;WASP;SCOTT SUMMER;JANET VAN DYNE 
PROFESSOR X;WASP;CHARLES ;JANET VAN DYNE 
NOVA;WASP;RICHARD RIDER;JANET VAN DYNE 
HUMAN TORCH;WASP;JOHNNY S;JANET VAN DYNE 
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
HULK;WASP;DR. ROBERT BRUC;JANET VAN DYNE 
HAVOK;WASP;ALEX SUMMERS ;JANET VAN DYNE 
MARVEL GIRL;WASP;JEAN GRE;JANET VAN DYNE 
ANGEL;WASP;WARREN KENNETH;JANET VAN DYNE 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
FIRESTAR;WASP;ANGELICA JO;JANET VAN DYNE 
COLOSSUS II;WASP;PETER RA;JANET VAN DYNE 
QUASAR III;WASP;WENDELL V;JANET VAN DYNE 
ROGUE ;WASP;;JANET VAN DYNE 
THING;WASP;BENJAMIN J. GR;JANET VAN DYNE 
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
RICHARDS, FRANKLIN B;WASP;;JANET VAN DYNE 
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
BLACK WIDOW;HERCULES [GREEK GOD];NATASHA ;
BLACK KNIGHT V;BLACK WIDOW;DANE ;NATASHA 
BLACK WIDOW;DAREDEVIL;NATASHA ;MATT MURDO
BLACK WIDOW;CYCLOPS;NATASHA ;SCOTT SUMMER
BLACK WIDOW;PROFESSOR X;NATASHA ;CHARLES 
BLACK WIDOW;NOVA;NATASHA ;RICHARD RIDER
BLACK WIDOW;HUMAN TORCH;NATASHA ;JOHNNY S
BLACK WIDOW;WONDER MAN;NATASHA ;SIMON WIL
BLACK WIDOW;HULK;NATASHA ;DR. ROBERT BRUC
BLACK WIDOW;HAVOK;NATASHA ;ALEX SUMMERS 
BLACK WIDOW;MARVEL GIRL;NATASHA ;JEAN GRE
ANGEL;BLACK WIDOW;WARREN KENNETH;NATASHA 
BLACK WIDOW;SCARLET WITCH;NATASHA ;WANDA 
BLACK WIDOW;CAPTAIN AMERICA;NATASHA ;
BLACK WIDOW;FIRESTAR;NATASHA ;ANGELICA JO
BLACK WIDOW;COLOSSUS II;NATASHA ;PETER RA
BLACK WIDOW;QUASAR III;NATASHA ;WENDELL V
BLACK WIDOW;ROGUE ;NATASHA ;
BLACK WIDOW;THING;NATASHA ;BENJAMIN J. GR
BEAST;BLACK WIDOW;HENRY &HANK& P;NATASHA 
BLACK WIDOW;SHE-HULK;NATASHA ;JENNIFER WA
BLACK WIDOW;RICHARDS, FRANKLIN B;NATASHA ;
HERCULES [GREEK GOD];RICHARDS, FRANKLIN B;;
BLACK KNIGHT V;RICHARDS, FRANKLIN B;DANE ;
DAREDEVIL;RICHARDS, FRANKLIN B;MATT MURDO;
CYCLOPS;RICHARDS, FRANKLIN B;SCOTT SUMMER;
PROFESSOR X;RICHARDS, FRANKLIN B;CHARLES ;
NOVA;RICHARDS, FRANKLIN B;RICHARD RIDER;
HUMAN TORCH;RICHARDS, FRANKLIN B;JOHNNY S;
RICHARDS, FRANKLIN B;WONDER MAN;;SIMON WIL
HULK;RICHARDS, FRANKLIN B;DR. ROBERT BRUC;
HAVOK;RICHARDS, FRANKLIN B;ALEX SUMMERS ;
MARVEL GIRL;RICHARDS, FRANKLIN B;JEAN GRE;
ANGEL;RICHARDS, FRANKLIN B;WARREN KENNETH;
RICHARDS, FRANKLIN B;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;RICHARDS, FRANKLIN B;;
FIRESTAR;RICHARDS, FRANKLIN B;ANGELICA JO;
COLOSSUS II;RICHARDS, FRANKLIN B;PETER RA;
QUASAR III;RICHARDS, FRANKLIN B;WENDELL V;
RICHARDS, FRANKLIN B;ROGUE ;;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
BEAST;RICHARDS, FRANKLIN B;HENRY &HANK& P;
RICHARDS, FRANKLIN B;SHE-HULK;;JENNIFER WA
HERCULES [GREEK GOD];SHE-HULK;;JENNIFER WA
BLACK KNIGHT V;SHE-HULK;DANE ;JENNIFER WA
DAREDEVIL;SHE-HULK;MATT MURDO;JENNIFER WA
CYCLOPS;SHE-HULK;SCOTT SUMMER;JENNIFER WA
PROFESSOR X;SHE-HULK;CHARLES ;JENNIFER WA
NOVA;SHE-HULK;RICHARD RIDER;JENNIFER WA
HUMAN TORCH;SHE-HULK;JOHNNY S;JENNIFER WA
SHE-HULK;WONDER MAN;JENNIFER WA;SIMON WIL
HULK;SHE-HULK;DR. ROBERT BRUC;JENNIFER WA
HAVOK;SHE-HULK;ALEX SUMMERS ;JENNIFER WA
MARVEL GIRL;SHE-HULK;JEAN GRE;JENNIFER WA
ANGEL;SHE-HULK;WARREN KENNETH;JENNIFER WA
SCARLET WITCH;SHE-HULK;WANDA ;JENNIFER WA
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
FIRESTAR;SHE-HULK;ANGELICA JO;JENNIFER WA
COLOSSUS II;SHE-HULK;PETER RA;JENNIFER WA
QUASAR III;SHE-HULK;WENDELL V;JENNIFER WA
ROGUE ;SHE-HULK;;JENNIFER WA
SHE-HULK;THING;JENNIFER WA;BENJAMIN J. GR
BEAST;SHE-HULK;HENRY &HANK& P;JENNIFER WA
BEAST;HERCULES [GREEK GOD];HENRY &HANK& P;
BEAST;BLACK KNIGHT V;HENRY &HANK& P;DANE 
BEAST;DAREDEVIL;HENRY &HANK& P;MATT MURDO
BEAST;CYCLOPS;HENRY &HANK& P;SCOTT SUMMER
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;NOVA;HENRY &HANK& P;RICHARD RIDER
BEAST;HUMAN TORCH;HENRY &HANK& P;JOHNNY S
BEAST;WONDER MAN;HENRY &HANK& P;SIMON WIL
BEAST;HULK;HENRY &HANK& P;DR. ROBERT BRUC
BEAST;HAVOK;HENRY &HANK& P;ALEX SUMMERS 
BEAST;MARVEL GIRL;HENRY &HANK& P;JEAN GRE
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
BEAST;SCARLET WITCH;HENRY &HANK& P;WANDA 
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
BEAST;FIRESTAR;HENRY &HANK& P;ANGELICA JO
BEAST;COLOSSUS II;HENRY &HANK& P;PETER RA
BEAST;QUASAR III;HENRY &HANK& P;WENDELL V
BEAST;ROGUE ;HENRY &HANK& P;
BEAST;THING;HENRY &HANK& P;BENJAMIN J. GR
HERCULES [GREEK GOD];THING;;BENJAMIN J. GR
BLACK KNIGHT V;THING;DANE ;BENJAMIN J. GR
DAREDEVIL;THING;MATT MURDO;BENJAMIN J. GR
CYCLOPS;THING;SCOTT SUMMER;BENJAMIN J. GR
PROFESSOR X;THING;CHARLES ;BENJAMIN J. GR
NOVA;THING;RICHARD RIDER;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
THING;WONDER MAN;BENJAMIN J. GR;SIMON WIL
HULK;THING;DR. ROBERT BRUC;BENJAMIN J. GR
HAVOK;THING;ALEX SUMMERS ;BENJAMIN J. GR
MARVEL GIRL;THING;JEAN GRE;BENJAMIN J. GR
ANGEL;THING;WARREN KENNETH;BENJAMIN J. GR
SCARLET WITCH;THING;WANDA ;BENJAMIN J. GR
CAPTAIN AMERICA;THING;;BENJAMIN J. GR
FIRESTAR;THING;ANGELICA JO;BENJAMIN J. GR
COLOSSUS II;THING;PETER RA;BENJAMIN J. GR
QUASAR III;THING;WENDELL V;BENJAMIN J. GR
ROGUE ;THING;;BENJAMIN J. GR
HERCULES [GREEK GOD];ROGUE ;;
BLACK KNIGHT V;ROGUE ;DANE ;
DAREDEVIL;ROGUE ;MATT MURDO;
CYCLOPS;ROGUE ;SCOTT SUMMER;
PROFESSOR X;ROGUE ;CHARLES ;
NOVA;ROGUE ;RICHARD RIDER;
HUMAN TORCH;ROGUE ;JOHNNY S;
ROGUE ;WONDER MAN;;SIMON WIL
HULK;ROGUE ;DR. ROBERT BRUC;
HAVOK;ROGUE ;ALEX SUMMERS ;
MARVEL GIRL;ROGUE ;JEAN GRE;
ANGEL;ROGUE ;WARREN KENNETH;
ROGUE ;SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;ROGUE ;;
FIRESTAR;ROGUE ;ANGELICA JO;
COLOSSUS II;ROGUE ;PETER RA;
QUASAR III;ROGUE ;WENDELL V;
HERCULES [GREEK GOD];QUASAR III;;WENDELL V
BLACK KNIGHT V;QUASAR III;DANE ;WENDELL V
DAREDEVIL;QUASAR III;MATT MURDO;WENDELL V
CYCLOPS;QUASAR III;SCOTT SUMMER;WENDELL V
PROFESSOR X;QUASAR III;CHARLES ;WENDELL V
NOVA;QUASAR III;RICHARD RIDER;WENDELL V
HUMAN TORCH;QUASAR III;JOHNNY S;WENDELL V
QUASAR III;WONDER MAN;WENDELL V;SIMON WIL
HULK;QUASAR III;DR. ROBERT BRUC;WENDELL V
HAVOK;QUASAR III;ALEX SUMMERS ;WENDELL V
MARVEL GIRL;QUASAR III;JEAN GRE;WENDELL V
ANGEL;QUASAR III;WARREN KENNETH;WENDELL V
QUASAR III;SCARLET WITCH;WENDELL V;WANDA 
CAPTAIN AMERICA;QUASAR III;;WENDELL V
FIRESTAR;QUASAR III;ANGELICA JO;WENDELL V
COLOSSUS II;QUASAR III;PETER RA;WENDELL V
COLOSSUS II;HERCULES [GREEK GOD];PETER RA;
BLACK KNIGHT V;COLOSSUS II;DANE ;PETER RA
COLOSSUS II;DAREDEVIL;PETER RA;MATT MURDO
COLOSSUS II;CYCLOPS;PETER RA;SCOTT SUMMER
COLOSSUS II;PROFESSOR X;PETER RA;CHARLES 
COLOSSUS II;NOVA;PETER RA;RICHARD RIDER
COLOSSUS II;HUMAN TORCH;PETER RA;JOHNNY S
COLOSSUS II;WONDER MAN;PETER RA;SIMON WIL
COLOSSUS II;HULK;PETER RA;DR. ROBERT BRUC
COLOSSUS II;HAVOK;PETER RA;ALEX SUMMERS 
COLOSSUS II;MARVEL GIRL;PETER RA;JEAN GRE
ANGEL;COLOSSUS II;WARREN KENNETH;PETER RA
COLOSSUS II;SCARLET WITCH;PETER RA;WANDA 
CAPTAIN AMERICA;COLOSSUS II;;PETER RA
COLOSSUS II;FIRESTAR;PETER RA;ANGELICA JO
FIRESTAR;HERCULES [GREEK GOD];ANGELICA JO;
BLACK KNIGHT V;FIRESTAR;DANE ;ANGELICA JO
DAREDEVIL;FIRESTAR;MATT MURDO;ANGELICA JO
CYCLOPS;FIRESTAR;SCOTT SUMMER;ANGELICA JO
FIRESTAR;PROFESSOR X;ANGELICA JO;CHARLES 
FIRESTAR;NOVA;ANGELICA JO;RICHARD RIDER
FIRESTAR;HUMAN TORCH;ANGELICA JO;JOHNNY S
FIRESTAR;WONDER MAN;ANGELICA JO;SIMON WIL
FIRESTAR;HULK;ANGELICA JO;DR. ROBERT BRUC
FIRESTAR;HAVOK;ANGELICA JO;ALEX SUMMERS 
FIRESTAR;MARVEL GIRL;ANGELICA JO;JEAN GRE
ANGEL;FIRESTAR;WARREN KENNETH;ANGELICA JO
FIRESTAR;SCARLET WITCH;ANGELICA JO;WANDA 
CAPTAIN AMERICA;FIRESTAR;;ANGELICA JO
CAPTAIN AMERICA;HERCULES [GREEK GOD];;
BLACK KNIGHT V;CAPTAIN AMERICA;DANE ;
CAPTAIN AMERICA;DAREDEVIL;;MATT MURDO
CAPTAIN AMERICA;CYCLOPS;;SCOTT SUMMER
CAPTAIN AMERICA;PROFESSOR X;;CHARLES 
CAPTAIN AMERICA;NOVA;;RICHARD RIDER
CAPTAIN AMERICA;HUMAN TORCH;;JOHNNY S
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
CAPTAIN AMERICA;HULK;;DR. ROBERT BRUC
CAPTAIN AMERICA;HAVOK;;ALEX SUMMERS 
CAPTAIN AMERICA;MARVEL GIRL;;JEAN GRE
ANGEL;CAPTAIN AMERICA;WARREN KENNETH;
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
HERCULES [GREEK GOD];SCARLET WITCH;;WANDA 
BLACK KNIGHT V;SCARLET WITCH;DANE ;WANDA 
DAREDEVIL;SCARLET WITCH;MATT MURDO;WANDA 
CYCLOPS;SCARLET WITCH;SCOTT SUMMER;WANDA 
PROFESSOR X;SCARLET WITCH;CHARLES ;WANDA 
NOVA;SCARLET WITCH;RICHARD RIDER;WANDA 
HUMAN TORCH;SCARLET WITCH;JOHNNY S;WANDA 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
HULK;SCARLET WITCH;DR. ROBERT BRUC;WANDA 
HAVOK;SCARLET WITCH;ALEX SUMMERS ;WANDA 
MARVEL GIRL;SCARLET WITCH;JEAN GRE;WANDA 
ANGEL;SCARLET WITCH;WARREN KENNETH;WANDA 
ANGEL;HERCULES [GREEK GOD];WARREN KENNETH;
ANGEL;BLACK KNIGHT V;WARREN KENNETH;DANE 
ANGEL;DAREDEVIL;WARREN KENNETH;MATT MURDO
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;PROFESSOR X;WARREN KENNETH;CHARLES 
ANGEL;NOVA;WARREN KENNETH;RICHARD RIDER
ANGEL;HUMAN TORCH;WARREN KENNETH;JOHNNY S
ANGEL;WONDER MAN;WARREN KENNETH;SIMON WIL
ANGEL;HULK;WARREN KENNETH;DR. ROBERT BRUC
ANGEL;HAVOK;WARREN KENNETH;ALEX SUMMERS 
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
HERCULES [GREEK GOD];MARVEL GIRL;;JEAN GRE
BLACK KNIGHT V;MARVEL GIRL;DANE ;JEAN GRE
DAREDEVIL;MARVEL GIRL;MATT MURDO;JEAN GRE
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
MARVEL GIRL;PROFESSOR X;JEAN GRE;CHARLES 
MARVEL GIRL;NOVA;JEAN GRE;RICHARD RIDER
HUMAN TORCH;MARVEL GIRL;JOHNNY S;JEAN GRE
MARVEL GIRL;WONDER MAN;JEAN GRE;SIMON WIL
HULK;MARVEL GIRL;DR. ROBERT BRUC;JEAN GRE
HAVOK;MARVEL GIRL;ALEX SUMMERS ;JEAN GRE
HAVOK;HERCULES [GREEK GOD];ALEX SUMMERS ;
BLACK KNIGHT V;HAVOK;DANE ;ALEX SUMMERS 
DAREDEVIL;HAVOK;MATT MURDO;ALEX SUMMERS 
CYCLOPS;HAVOK;SCOTT SUMMER;ALEX SUMMERS 
HAVOK;PROFESSOR X;ALEX SUMMERS ;CHARLES 
HAVOK;NOVA;ALEX SUMMERS ;RICHARD RIDER
HAVOK;HUMAN TORCH;ALEX SUMMERS ;JOHNNY S
HAVOK;WONDER MAN;ALEX SUMMERS ;SIMON WIL
HAVOK;HULK;ALEX SUMMERS ;DR. ROBERT BRUC
HERCULES [GREEK GOD];HULK;;DR. ROBERT BRUC
BLACK KNIGHT V;HULK;DANE ;DR. ROBERT BRUC
DAREDEVIL;HULK;MATT MURDO;DR. ROBERT BRUC
CYCLOPS;HULK;SCOTT SUMMER;DR. ROBERT BRUC
HULK;PROFESSOR X;DR. ROBERT BRUC;CHARLES 
HULK;NOVA;DR. ROBERT BRUC;RICHARD RIDER
HULK;HUMAN TORCH;DR. ROBERT BRUC;JOHNNY S
HULK;WONDER MAN;DR. ROBERT BRUC;SIMON WIL
HERCULES [GREEK GOD];WONDER MAN;;SIMON WIL
BLACK KNIGHT V;WONDER MAN;DANE ;SIMON WIL
DAREDEVIL;WONDER MAN;MATT MURDO;SIMON WIL
CYCLOPS;WONDER MAN;SCOTT SUMMER;SIMON WIL
PROFESSOR X;WONDER MAN;CHARLES ;SIMON WIL
NOVA;WONDER MAN;RICHARD RIDER;SIMON WIL
HUMAN TORCH;WONDER MAN;JOHNNY S;SIMON WIL
HERCULES [GREEK GOD];HUMAN TORCH;;JOHNNY S
BLACK KNIGHT V;HUMAN TORCH;DANE ;JOHNNY S
DAREDEVIL;HUMAN TORCH;MATT MURDO;JOHNNY S
CYCLOPS;HUMAN TORCH;SCOTT SUMMER;JOHNNY S
HUMAN TORCH;PROFESSOR X;JOHNNY S;CHARLES 
HUMAN TORCH;NOVA;JOHNNY S;RICHARD RIDER
HERCULES [GREEK GOD];NOVA;;RICHARD RIDER
BLACK KNIGHT V;NOVA;DANE ;RICHARD RIDER
DAREDEVIL;NOVA;MATT MURDO;RICHARD RIDER
CYCLOPS;NOVA;SCOTT SUMMER;RICHARD RIDER
NOVA;PROFESSOR X;RICHARD RIDER;CHARLES 
HERCULES [GREEK GOD];PROFESSOR X;;CHARLES 
BLACK KNIGHT V;PROFESSOR X;DANE ;CHARLES 
DAREDEVIL;PROFESSOR X;MATT MURDO;CHARLES 
CYCLOPS;PROFESSOR X;SCOTT SUMMER;CHARLES 
CYCLOPS;HERCULES [GREEK GOD];SCOTT SUMMER;
BLACK KNIGHT V;CYCLOPS;DANE ;SCOTT SUMMER
CYCLOPS;DAREDEVIL;SCOTT SUMMER;MATT MURDO
DAREDEVIL;HERCULES [GREEK GOD];MATT MURDO;
BLACK KNIGHT V;DAREDEVIL;DANE ;MATT MURDO
BLACK KNIGHT V;HERCULES [GREEK GOD];DANE ;
BEAST;RICHARDS, FRANKLIN B;HENRY &HANK& P;
HAVOK;RICHARDS, FRANKLIN B;ALEX SUMMERS ;
RICHARDS, FRANKLIN B;WONDER MAN;;SIMON WIL
INVISIBLE WOMAN;RICHARDS, FRANKLIN B;SUE ;
MARVEL GIRL;RICHARDS, FRANKLIN B;JEAN GRE;
RICHARDS, FRANKLIN B;ROGUE ;;
PSYLOCKE;RICHARDS, FRANKLIN B;ELISABETH B;
RICHARDS, FRANKLIN B;SHE-HULK;;JENNIFER WA
CYCLOPS;RICHARDS, FRANKLIN B;SCOTT SUMMER;
NOVA;RICHARDS, FRANKLIN B;RICHARD RIDER;
FIRESTAR;RICHARDS, FRANKLIN B;ANGELICA JO;
HULK;RICHARDS, FRANKLIN B;DR. ROBERT BRUC;
RICHARDS, FRANKLIN B;THING;;BENJAMIN J. GR
RICHARDS, FRANKLIN B;WOLVERINE;;LOGAN 
PROFESSOR X;RICHARDS, FRANKLIN B;CHARLES ;
RICHARDS, FRANKLIN B;VISION ;;
QUASAR III;RICHARDS, FRANKLIN B;WENDELL V;
RICHARDS, FRANKLIN B;STORM;;ORORO MUNROE S
BLACK WIDOW;RICHARDS, FRANKLIN B;NATASHA ;
